DateStr,MediaGroup,TotalEvents,TotalArticles,TotalMentions,TotalSources,AvgTone,WeightedTone,AvgGoldstein,MinTone,MaxTone,StdTone,Date
2025-02-11,Western,21,57,57,22,-2.0089007496350355,-1.5131967077054789,-1.5714285714285714,-3.25693606755126,0.538599640933571,1.3157910950889304,2025-02-11
2025-02-12,Chinese,2,11,11,2,1.10282597626415,0.8865781705662635,-2.2,0.3099173553719,1.8957345971564,1.1213421253883666,2025-02-12
2025-02-12,Global/Other,213,704,704,216,-2.448718455595469,-1.9030863191495155,-1.3413145539906102,-8.91530460624072,6.73076923076923,3.0385345639624637,2025-02-12
2025-02-12,Western,12,42,42,13,-2.327892110723019,-2.8252715927673813,-1.6666666666666667,-6.01145038167939,0.54112554112554,2.535437353967554,2025-02-12
2025-02-13,Chinese,3,20,20,3,5.872746686765907,5.360844168079895,0.0,3.82513661202186,6.89655172413793,1.7732823417732975,2025-02-13
2025-02-13,Global/Other,313,1163,1163,323,-2.287322877952122,-1.8685249923174638,-0.5594249201277955,-14.7540983606557,6.98287220026351,3.178186445244562,2025-02-13
2025-02-13,Western,13,43,43,13,-2.6415089962778486,-2.7396282875380806,-0.7692307692307693,-3.99201596806387,-1.15321252059308,1.185823960929502,2025-02-13
2025-02-14,Chinese,8,40,40,8,-4.448527831506553,-3.704108460491436,-1.725,-7.44680851063829,0.0,2.5488024606121256,2025-02-14
2025-02-14,Global/Other,242,871,871,252,-1.9122763881437972,-1.7925490613976198,-1.0867768595041323,-20.9302325581395,4.5945945945946,2.4709970417514553,2025-02-14
2025-02-14,Western,17,69,69,17,-3.0542124031744424,-2.874751787388859,-1.8647058823529412,-8.38709677419355,1.67597765363129,3.5807603385995836,2025-02-14
2025-02-15,Chinese,4,17,17,4,-0.37559342540076257,-1.5026610278521855,-1.25,-2.8747433264887,0.45745654162855,1.6660999340586253,2025-02-15
2025-02-15,Global/Other,118,400,404,118,-2.3763910297305246,-2.3681428988075495,-1.0423728813559323,-9.57446808510641,10.5263157894737,2.9247933754002964,2025-02-15
2025-02-15,Western,12,29,29,12,-2.9561509892805446,-2.9659509576367786,-1.2333333333333334,-4.75260416666666,-0.23529411764706,1.4826809500935743,2025-02-15
2025-02-16,Chinese,2,17,17,2,-0.460126875221215,-0.837293179135577,-3.5,-2.5974025974026,1.67714884696017,3.0225643128396658,2025-02-16
2025-02-16,Global/Other,82,319,321,83,-0.8932183900927064,-0.9944787020259553,-0.575609756097561,-8.64553314121033,5.72390572390572,3.506178937646454,2025-02-16
2025-02-17,Chinese,9,38,38,9,-4.82344017436324,-4.436132338302829,-1.8888888888888888,-5.37190082644628,-2.31788079470198,0.9874560619623854,2025-02-17
2025-02-17,Global/Other,169,666,668,177,-2.384335490151182,-2.1072626664502376,-0.9449704142011833,-12.2153209109731,1.76600441501104,1.990328025691063,2025-02-17
2025-02-17,Western,16,79,79,16,-1.0775811686684382,-1.1273391627227243,-0.6625,-2.49110320284697,1.84757505773672,1.3387775426832187,2025-02-17
2025-02-18,Global/Other,172,739,739,174,-1.9359211203978728,-2.1094247155726875,-0.7034883720930233,-8.15217391304348,2.76497695852534,2.37478874067476,2025-02-18
2025-02-18,Western,18,78,86,18,-2.1645784087796986,-1.93553916311289,-1.1,-8.05471124620063,4.67692307692308,3.931588472191386,2025-02-18
2025-02-19,Chinese,8,19,19,8,-1.6027447240967339,-1.533067076867378,1.55,-5.859375,5.51431601272535,3.1855137176623516,2025-02-19
2025-02-19,Global/Other,193,827,829,201,-2.249511753782728,-2.16360572257487,-0.9544041450777203,-15.9420289855072,5.42986425339367,3.2470258452329617,2025-02-19
2025-02-19,Western,3,6,6,3,-2.0124308508543933,-1.3317362587605268,1.3333333333333333,-2.69312544294826,-0.65104166666666,1.1789976179439494,2025-02-19
